"Evaluate/step_episode","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - _step__MAX","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet__MIN","no_extra_reward_rainbowmini_2025-05-31_12-10-08 - Evaluate/EpRet__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpRet__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpRet__MAX"
"342","12685","12685","12685","1.0119998455047607","1.0119998455047607","1.0119998455047607","22926","22926","22926","1.1119998693466187","1.1119998693466187","1.1119998693466187","12641","12641","12641","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"343","12687","12687","12687","2.995999813079834","2.995999813079834","2.995999813079834","22928","22928","22928","3.0319998264312744","3.0319998264312744","3.0319998264312744","12643","12643","12643","3.0279998779296875","3.0279998779296875","3.0279998779296875"
"344","12689","12689","12689","3.1019997596740723","3.1019997596740723","3.1019997596740723","22930","22930","22930","3.123000144958496","3.123000144958496","3.123000144958496","12645","12645","12645","3.0840001106262207","3.0840001106262207","3.0840001106262207"
"345","12691","12691","12691","3.1959996223449707","3.1959996223449707","3.1959996223449707","22932","22932","22932","1.2619997262954712","1.2619997262954712","1.2619997262954712","12647","12647","12647","1.261999487876892","1.261999487876892","1.261999487876892"
"346","12693","12693","12693","3.2119998931884766","3.2119998931884766","3.2119998931884766","22934","22934","22934","3.2870001792907715","3.2870001792907715","3.2870001792907715","12649","12649","12649","3.173999786376953","3.173999786376953","3.173999786376953"
"347","12695","12695","12695","3.3309998512268066","3.3309998512268066","3.3309998512268066","22936","22936","22936","1.241999864578247","1.241999864578247","1.241999864578247","12651","12651","12651","3.3330001831054688","3.3330001831054688","3.3330001831054688"
"348","12697","12697","12697","3.251999855041504","3.251999855041504","3.251999855041504","22938","22938","22938","1.2619998455047607","1.2619998455047607","1.2619998455047607","12653","12653","12653","3.245999813079834","3.245999813079834","3.245999813079834"
"349","12699","12699","12699","3.200000286102295","3.200000286102295","3.200000286102295","22940","22940","22940","3.312999725341797","3.312999725341797","3.312999725341797","12655","12655","12655","3.381999969482422","3.381999969482422","3.381999969482422"
"350","12701","12701","12701","3.135000228881836","3.135000228881836","3.135000228881836","22942","22942","22942","3.383999824523926","3.383999824523926","3.383999824523926","12657","12657","12657","3.318000316619873","3.318000316619873","3.318000316619873"
"351","12860","12860","12860","2.9619998931884766","2.9619998931884766","2.9619998931884766","23259","23259","23259","1.0120000839233398","1.0120000839233398","1.0120000839233398","12822","12822","12822","1.0119999647140503","1.0119999647140503","1.0119999647140503"
"352","12862","12862","12862","3.0749998092651367","3.0749998092651367","3.0749998092651367","23261","23261","23261","0.9919997453689575","0.9919997453689575","0.9919997453689575","12824","12824","12824","3.059999942779541","3.059999942779541","3.059999942779541"
"353","12864","12864","12864","0.991999626159668","0.991999626159668","0.991999626159668","23263","23263","23263","0.9919998645782471","0.9919998645782471","0.9919998645782471","12826","12826","12826","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"354","12866","12866","12866","3.233999729156494","3.233999729156494","3.233999729156494","23265","23265","23265","3.09999942779541","3.09999942779541","3.09999942779541","12828","12828","12828","3.238999366760254","3.238999366760254","3.238999366760254"
"355","12868","12868","12868","3.352999687194824","3.352999687194824","3.352999687194824","23267","23267","23267","3.2109999656677246","3.2109999656677246","3.2109999656677246","12830","12830","12830","3.3359999656677246","3.3359999656677246","3.3359999656677246"
"356","12870","12870","12870","3.3600001335144043","3.3600001335144043","3.3600001335144043","23269","23269","23269","3.327000141143799","3.327000141143799","3.327000141143799","12832","12832","12832","3.3449997901916504","3.3449997901916504","3.3449997901916504"
"357","12872","12872","12872","3.2549996376037598","3.2549996376037598","3.2549996376037598","23271","23271","23271","1.2619997262954712","1.2619997262954712","1.2619997262954712","12834","12834","12834","3.2659997940063477","3.2659997940063477","3.2659997940063477"
"358","12874","12874","12874","3.3369998931884766","3.3369998931884766","3.3369998931884766","23273","23273","23273","3.1989998817443848","3.1989998817443848","3.1989998817443848","12836","12836","12836","3.3849997520446777","3.3849997520446777","3.3849997520446777"
"359","12876","12876","12876","3.383999824523926","3.383999824523926","3.383999824523926","23275","23275","23275","3.3239998817443848","3.3239998817443848","3.3239998817443848","12838","12838","12838","3.4029998779296875","3.4029998779296875","3.4029998779296875"
"360","13038","13038","13038","1.0120002031326294","1.0120002031326294","1.0120002031326294","23591","23591","23591","1.0119998455047607","1.0119998455047607","1.0119998455047607","13002","13002","13002","1.0120002031326294","1.0120002031326294","1.0120002031326294"
"361","13040","13040","13040","3.125","3.125","3.125","23593","23593","23593","3.0279998779296875","3.0279998779296875","3.0279998779296875","13004","13004","13004","3.069999933242798","3.069999933242798","3.069999933242798"
"362","13042","13042","13042","0.9919998645782471","0.9919998645782471","0.9919998645782471","23595","23595","23595","3.1560001373291016","3.1560001373291016","3.1560001373291016","13006","13006","13006","3.1480002403259277","3.1480002403259277","3.1480002403259277"
"363","13044","13044","13044","3.188999652862549","3.188999652862549","3.188999652862549","23597","23597","23597","3.1309995651245117","3.1309995651245117","3.1309995651245117","13008","13008","13008","1.2619993686676025","1.2619993686676025","1.2619993686676025"
"364","13046","13046","13046","3.3569998741149902","3.3569998741149902","3.3569998741149902","23599","23599","23599","3.304999828338623","3.304999828338623","3.304999828338623","13010","13010","13010","1.2419997453689575","1.2419997453689575","1.2419997453689575"
"365","13048","13048","13048","3.332000255584717","3.332000255584717","3.332000255584717","23601","23601","23601","3.3369998931884766","3.3369998931884766","3.3369998931884766","13012","13012","13012","3.3309998512268066","3.3309998512268066","3.3309998512268066"
"366","13050","13050","13050","3.190000057220459","3.190000057220459","3.190000057220459","23603","23603","23603","3.1429996490478516","3.1429996490478516","3.1429996490478516","13014","13014","13014","3.239999771118164","3.239999771118164","3.239999771118164"
"367","13052","13052","13052","3.3419995307922363","3.3419995307922363","3.3419995307922363","23605","23605","23605","3.2150001525878906","3.2150001525878906","3.2150001525878906","13016","13016","13016","3.382999897003174","3.382999897003174","3.382999897003174"
"368","13054","13054","13054","3.4029998779296875","3.4029998779296875","3.4029998779296875","23607","23607","23607","3.4049997329711914","3.4049997329711914","3.4049997329711914","13018","13018","13018","3.322999954223633","3.322999954223633","3.322999954223633"
"369","13211","13211","13211","2.882999897003174","2.882999897003174","2.882999897003174","23924","23924","23924","1.0120000839233398","1.0120000839233398","1.0120000839233398","13183","13183","13183","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"370","13213","13213","13213","3.054999828338623","3.054999828338623","3.054999828338623","23926","23926","23926","3.0339999198913574","3.0339999198913574","3.0339999198913574","13185","13185","13185","3.0900001525878906","3.0900001525878906","3.0900001525878906"
"371","13215","13215","13215","3.061999797821045","3.061999797821045","3.061999797821045","23928","23928","23928","3.046999931335449","3.046999931335449","3.046999931335449","13187","13187","13187","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"372","13217","13217","13217","1.2619998455047607","1.2619998455047607","1.2619998455047607","23930","23930","23930","1.2619998455047607","1.2619998455047607","1.2619998455047607","13189","13189","13189","1.2619996070861816","1.2619996070861816","1.2619996070861816"
"373","13219","13219","13219","3.263000011444092","3.263000011444092","3.263000011444092","23932","23932","23932","3.191999912261963","3.191999912261963","3.191999912261963","13191","13191","13191","3.2719998359680176","3.2719998359680176","3.2719998359680176"
"374","13221","13221","13221","3.322000026702881","3.322000026702881","3.322000026702881","23934","23934","23934","3.3239998817443848","3.3239998817443848","3.3239998817443848","13193","13193","13193","3.332000255584717","3.332000255584717","3.332000255584717"
"375","13223","13223","13223","1.2619997262954712","1.2619997262954712","1.2619997262954712","23936","23936","23936","1.2619998455047607","1.2619998455047607","1.2619998455047607","13195","13195","13195","3.244999408721924","3.244999408721924","3.244999408721924"
"376","13225","13225","13225","3.2220001220703125","3.2220001220703125","3.2220001220703125","23938","23938","23938","3.191999912261963","3.191999912261963","3.191999912261963","13197","13197","13197","3.370999813079834","3.370999813079834","3.370999813079834"
"377","13227","13227","13227","3.314000129699707","3.314000129699707","3.314000129699707","23940","23940","23940","3.315999984741211","3.315999984741211","3.315999984741211","13199","13199","13199","3.309999942779541","3.309999942779541","3.309999942779541"
"378","13393","13393","13393","1.0119998455047607","1.0119998455047607","1.0119998455047607","24256","24256","24256","1.0119998455047607","1.0119998455047607","1.0119998455047607","13359","13359","13359","2.9619998931884766","2.9619998931884766","2.9619998931884766"
"379","13395","13395","13395","3.068999767303467","3.068999767303467","3.068999767303467","24258","24258","24258","3.0309998989105225","3.0309998989105225","3.0309998989105225","13361","13361","13361","2.9129996299743652","2.9129996299743652","2.9129996299743652"
"380","13397","13397","13397","3.1369996070861816","3.1369996070861816","3.1369996070861816","24260","24260","24260","0.9919998645782471","0.9919998645782471","0.9919998645782471","13363","13363","13363","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"381","13399","13399","13399","3.1219992637634277","3.1219992637634277","3.1219992637634277","24262","24262","24262","1.4819996356964111","1.4819996356964111","1.4819996356964111","13365","13365","13365","3.314999580383301","3.314999580383301","3.314999580383301"
"382","13401","13401","13401","3.2669997215270996","3.2669997215270996","3.2669997215270996","24264","24264","24264","3.304999828338623","3.304999828338623","3.304999828338623","13367","13367","13367","1.241999864578247","1.241999864578247","1.241999864578247"
"383","13403","13403","13403","3.328000068664551","3.328000068664551","3.328000068664551","24266","24266","24266","3.326000213623047","3.326000213623047","3.326000213623047","13369","13369","13369","3.3429999351501465","3.3429999351501465","3.3429999351501465"
"384","13405","13405","13405","3.1299996376037598","3.1299996376037598","3.1299996376037598","24268","24268","24268","1.4819996356964111","1.4819996356964111","1.4819996356964111","13371","13371","13371","3.332000255584717","3.332000255584717","3.332000255584717"
"385","13407","13407","13407","3.352999687194824","3.352999687194824","3.352999687194824","24270","24270","24270","3.315999984741211","3.315999984741211","3.315999984741211","13373","13373","13373","3.383999824523926","3.383999824523926","3.383999824523926"
"386","13409","13409","13409","3.383999824523926","3.383999824523926","3.383999824523926","24272","24272","24272","3.3899998664855957","3.3899998664855957","3.3899998664855957","13375","13375","13375","3.3859996795654297","3.3859996795654297","3.3859996795654297"
"387","13572","13572","13572","1.0119998455047607","1.0119998455047607","1.0119998455047607","24588","24588","24588","1.0119999647140503","1.0119999647140503","1.0119999647140503","13536","13536","13536","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"388","13574","13574","13574","3.047999620437622","3.047999620437622","3.047999620437622","24590","24590","24590","3.0759999752044678","3.0759999752044678","3.0759999752044678","13538","13538","13538","3.0160000324249268","3.0160000324249268","3.0160000324249268"
"389","13576","13576","13576","3.0789999961853027","3.0789999961853027","3.0789999961853027","24592","24592","24592","0.7719998359680176","0.7719998359680176","0.7719998359680176","13540","13540","13540","3.0840001106262207","3.0840001106262207","3.0840001106262207"
"390","13578","13578","13578","1.2619997262954712","1.2619997262954712","1.2619997262954712","24594","24594","24594","3.2569994926452637","3.2569994926452637","3.2569994926452637","13542","13542","13542","3.2549996376037598","3.2549996376037598","3.2549996376037598"
"391","13580","13580","13580","3.3400001525878906","3.3400001525878906","3.3400001525878906","24596","24596","24596","3.1690001487731934","3.1690001487731934","3.1690001487731934","13544","13544","13544","3.322999954223633","3.322999954223633","3.322999954223633"
"392","13582","13582","13582","3.321000099182129","3.321000099182129","3.321000099182129","24598","24598","24598","3.3239998817443848","3.3239998817443848","3.3239998817443848","13546","13546","13546","3.2790002822875977","3.2790002822875977","3.2790002822875977"
"393","13584","13584","13584","3.1429996490478516","3.1429996490478516","3.1429996490478516","24600","24600","24600","3.128999710083008","3.128999710083008","3.128999710083008","13548","13548","13548","3.231999397277832","3.231999397277832","3.231999397277832"
"394","13586","13586","13586","3.2260003089904785","3.2260003089904785","3.2260003089904785","24602","24602","24602","3.2129998207092285","3.2129998207092285","3.2129998207092285","13550","13550","13550","3.4009995460510254","3.4009995460510254","3.4009995460510254"
"395","13588","13588","13588","3.321000099182129","3.321000099182129","3.321000099182129","24604","24604","24604","3.4010000228881836","3.4010000228881836","3.4010000228881836","13552","13552","13552","3.4059996604919434","3.4059996604919434","3.4059996604919434"
"396","13746","13746","13746","1.0120000839233398","1.0120000839233398","1.0120000839233398","24921","24921","24921","1.0119999647140503","1.0119999647140503","1.0119999647140503","13708","13708","13708","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"397","13748","13748","13748","2.9099998474121094","2.9099998474121094","2.9099998474121094","24923","24923","24923","3.0329999923706055","3.0329999923706055","3.0329999923706055","13710","13710","13710","3.0869998931884766","3.0869998931884766","3.0869998931884766"
"398","13750","13750","13750","0.9919997453689575","0.9919997453689575","0.9919997453689575","24925","24925","24925","3.078000068664551","3.078000068664551","3.078000068664551","13712","13712","13712","3.1010003089904785","3.1010003089904785","3.1010003089904785"
"399","13752","13752","13752","3.1219992637634277","3.1219992637634277","3.1219992637634277","24927","24927","24927","3.1479997634887695","3.1479997634887695","3.1479997634887695","13714","13714","13714","3.243000030517578","3.243000030517578","3.243000030517578"
"400","13754","13754","13754","1.241999864578247","1.241999864578247","1.241999864578247","24929","24929","24929","3.3429999351501465","3.3429999351501465","3.3429999351501465","13716","13716","13716","3.3460001945495605","3.3460001945495605","3.3460001945495605"
"401","13756","13756","13756","1.241999864578247","1.241999864578247","1.241999864578247","24931","24931","24931","3.3480000495910645","3.3480000495910645","3.3480000495910645","13718","13718","13718","3.3289999961853027","3.3289999961853027","3.3289999961853027"
"402","13758","13758","13758","3.1619997024536133","3.1619997024536133","3.1619997024536133","24933","24933","24933","3.1449995040893555","3.1449995040893555","3.1449995040893555","13720","13720","13720","3.2519993782043457","3.2519993782043457","3.2519993782043457"
"403","13760","13760","13760","3.38700008392334","3.38700008392334","3.38700008392334","24935","24935","24935","3.2190003395080566","3.2190003395080566","3.2190003395080566","13722","13722","13722","3.316999912261963","3.316999912261963","3.316999912261963"
"404","13762","13762","13762","3.3859996795654297","3.3859996795654297","3.3859996795654297","24937","24937","24937","3.3899998664855957","3.3899998664855957","3.3899998664855957","13724","13724","13724","3.3899998664855957","3.3899998664855957","3.3899998664855957"
"405","13921","13921","13921","2.9169998168945312","2.9169998168945312","2.9169998168945312","25253","25253","25253","1.0120000839233398","1.0120000839233398","1.0120000839233398","13887","13887","13887","1.0119999647140503","1.0119999647140503","1.0119999647140503"
"406","13923","13923","13923","3.051999568939209","3.051999568939209","3.051999568939209","25255","25255","25255","3.113999843597412","3.113999843597412","3.113999843597412","13889","13889","13889","3.0239999294281006","3.0239999294281006","3.0239999294281006"
"407","13925","13925","13925","0.9919998645782471","0.9919998645782471","0.9919998645782471","25257","25257","25257","3.1520004272460938","3.1520004272460938","3.1520004272460938","13891","13891","13891","0.9919997453689575","0.9919997453689575","0.9919997453689575"
"408","13927","13927","13927","1.2619997262954712","1.2619997262954712","1.2619997262954712","25259","25259","25259","1.4819996356964111","1.4819996356964111","1.4819996356964111","13893","13893","13893","3.2609992027282715","3.2609992027282715","3.2609992027282715"
"409","13929","13929","13929","3.2669997215270996","3.2669997215270996","3.2669997215270996","25261","25261","25261","3.2950000762939453","3.2950000762939453","3.2950000762939453","13895","13895","13895","3.357999801635742","3.357999801635742","3.357999801635742"
"410","13931","13931","13931","3.3530001640319824","3.3530001640319824","3.3530001640319824","25263","25263","25263","3.3439998626708984","3.3439998626708984","3.3439998626708984","13897","13897","13897","3.315000057220459","3.315000057220459","3.315000057220459"
"411","13933","13933","13933","1.2619998455047607","1.2619998455047607","1.2619998455047607","25265","25265","25265","1.2619997262954712","1.2619997262954712","1.2619997262954712","13899","13899","13899","3.2639999389648438","3.2639999389648438","3.2639999389648438"
"412","13935","13935","13935","3.199000358581543","3.199000358581543","3.199000358581543","25267","25267","25267","3.2119998931884766","3.2119998931884766","3.2119998931884766","13901","13901","13901","3.381999969482422","3.381999969482422","3.381999969482422"
"413","13937","13937","13937","3.4049997329711914","3.4049997329711914","3.4049997329711914","25269","25269","25269","3.3879995346069336","3.3879995346069336","3.3879995346069336","13903","13903","13903","3.4049997329711914","3.4049997329711914","3.4049997329711914"
"414","14101","14101","14101","2.9119999408721924","2.9119999408721924","2.9119999408721924","25586","25586","25586","1.0120000839233398","1.0120000839233398","1.0120000839233398","14063","14063","14063","2.99399995803833","2.99399995803833","2.99399995803833"
"415","14103","14103","14103","3.054999828338623","3.054999828338623","3.054999828338623","25588","25588","25588","3.086000442504883","3.086000442504883","3.086000442504883","14065","14065","14065","3.13100004196167","3.13100004196167","3.13100004196167"
"416","14105","14105","14105","0.9919997453689575","0.9919997453689575","0.9919997453689575","25590","25590","25590","3.0789999961853027","3.0789999961853027","3.0789999961853027","14067","14067","14067","3.1059999465942383","3.1059999465942383","3.1059999465942383"
"417","14107","14107","14107","1.2619996070861816","1.2619996070861816","1.2619996070861816","25592","25592","25592","1.2619997262954712","1.2619997262954712","1.2619997262954712","14069","14069","14069","3.2749996185302734","3.2749996185302734","3.2749996185302734"
"418","14109","14109","14109","3.3499999046325684","3.3499999046325684","3.3499999046325684","25594","25594","25594","3.25600004196167","3.25600004196167","3.25600004196167","14071","14071","14071","3.3410000801086426","3.3410000801086426","3.3410000801086426"
"419","14111","14111","14111","1.241999864578247","1.241999864578247","1.241999864578247","25596","25596","25596","3.3239998817443848","3.3239998817443848","3.3239998817443848","14073","14073","14073","3.3499999046325684","3.3499999046325684","3.3499999046325684"
"420","14113","14113","14113","3.1519994735717773","3.1519994735717773","3.1519994735717773","25598","25598","25598","3.1419997215270996","3.1419997215270996","3.1419997215270996","14075","14075","14075","3.234999656677246","3.234999656677246","3.234999656677246"
"421","14115","14115","14115","3.358999729156494","3.358999729156494","3.358999729156494","25600","25600","25600","3.2170000076293945","3.2170000076293945","3.2170000076293945","14077","14077","14077","3.3509998321533203","3.3509998321533203","3.3509998321533203"
"422","14117","14117","14117","3.328000068664551","3.328000068664551","3.328000068664551","25602","25602","25602","3.321000099182129","3.321000099182129","3.321000099182129","14079","14079","14079","3.3889999389648438","3.3889999389648438","3.3889999389648438"
"423","14276","14276","14276","1.2319998741149902","1.2319998741149902","1.2319998741149902","25918","25918","25918","1.0120000839233398","1.0120000839233398","1.0120000839233398","14241","14241","14241","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"424","14278","14278","14278","3.048999786376953","3.048999786376953","3.048999786376953","25920","25920","25920","0.9919998645782471","0.9919998645782471","0.9919998645782471","14243","14243","14243","3.1030001640319824","3.1030001640319824","3.1030001640319824"
"425","14280","14280","14280","3.13700008392334","3.13700008392334","3.13700008392334","25922","25922","25922","3.1349997520446777","3.1349997520446777","3.1349997520446777","14245","14245","14245","3.1050000190734863","3.1050000190734863","3.1050000190734863"
"426","14282","14282","14282","3.233999729156494","3.233999729156494","3.233999729156494","25924","25924","25924","1.2619997262954712","1.2619997262954712","1.2619997262954712","14247","14247","14247","3.193999767303467","3.193999767303467","3.193999767303467"
"427","14284","14284","14284","3.3319997787475586","3.3319997787475586","3.3319997787475586","25926","25926","25926","3.190000057220459","3.190000057220459","3.190000057220459","14249","14249","14249","3.3470001220703125","3.3470001220703125","3.3470001220703125"
"428","14286","14286","14286","3.3359999656677246","3.3359999656677246","3.3359999656677246","25928","25928","25928","3.3409996032714844","3.3409996032714844","3.3409996032714844","14251","14251","14251","3.3299999237060547","3.3299999237060547","3.3299999237060547"
"429","14288","14288","14288","3.11199951171875","3.11199951171875","3.11199951171875","25930","25930","25930","3.1219992637634277","3.1219992637634277","3.1219992637634277","14253","14253","14253","3.258999824523926","3.258999824523926","3.258999824523926"
"430","14290","14290","14290","3.370999813079834","3.370999813079834","3.370999813079834","25932","25932","25932","3.2160000801086426","3.2160000801086426","3.2160000801086426","14255","14255","14255","3.3869996070861816","3.3869996070861816","3.3869996070861816"
"431","14292","14292","14292","3.383999824523926","3.383999824523926","3.383999824523926","25934","25934","25934","3.307000160217285","3.307000160217285","3.307000160217285","14257","14257","14257","3.2960000038146973","3.2960000038146973","3.2960000038146973"
"432","14452","14452","14452","1.0119998455047607","1.0119998455047607","1.0119998455047607","26250","26250","26250","1.0120000839233398","1.0120000839233398","1.0120000839233398","14421","14421","14421","2.9819998741149902","2.9819998741149902","2.9819998741149902"
"433","14454","14454","14454","3.1009998321533203","3.1009998321533203","3.1009998321533203","26252","26252","26252","0.9919997453689575","0.9919997453689575","0.9919997453689575","14423","14423","14423","3.055000066757202","3.055000066757202","3.055000066757202"
"434","14456","14456","14456","0.9919998645782471","0.9919998645782471","0.9919998645782471","26254","26254","26254","3.1009998321533203","3.1009998321533203","3.1009998321533203","14425","14425","14425","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"435","14458","14458","14458","1.2619997262954712","1.2619997262954712","1.2619997262954712","26256","26256","26256","3.127999782562256","3.127999782562256","3.127999782562256","14427","14427","14427","3.2599997520446777","3.2599997520446777","3.2599997520446777"
"436","14460","14460","14460","3.3359999656677246","3.3359999656677246","3.3359999656677246","26258","26258","26258","3.298999786376953","3.298999786376953","3.298999786376953","14429","14429","14429","3.3509998321533203","3.3509998321533203","3.3509998321533203"
"437","14462","14462","14462","3.3489999771118164","3.3489999771118164","3.3489999771118164","26260","26260","26260","3.3309998512268066","3.3309998512268066","3.3309998512268066","14431","14431","14431","3.3309998512268066","3.3309998512268066","3.3309998512268066"
"438","14464","14464","14464","3.1489996910095215","3.1489996910095215","3.1489996910095215","26262","26262","26262","3.1429996490478516","3.1429996490478516","3.1429996490478516","14433","14433","14433","3.2559995651245117","3.2559995651245117","3.2559995651245117"
"439","14466","14466","14466","3.197999954223633","3.197999954223633","3.197999954223633","26264","26264","26264","3.304999828338623","3.304999828338623","3.304999828338623","14435","14435","14435","3.38700008392334","3.38700008392334","3.38700008392334"
"440","14468","14468","14468","3.3849997520446777","3.3849997520446777","3.3849997520446777","26266","26266","26266","3.2210001945495605","3.2210001945495605","3.2210001945495605","14437","14437","14437","3.382999897003174","3.382999897003174","3.382999897003174"
"441","14629","14629","14629","1.0120000839233398","1.0120000839233398","1.0120000839233398","26583","26583","26583","2.874000072479248","2.874000072479248","2.874000072479248","14602","14602","14602","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"442","14631","14631","14631","3.0920000076293945","3.0920000076293945","3.0920000076293945","26585","26585","26585","0.9919999837875366","0.9919999837875366","0.9919999837875366","14604","14604","14604","3.0829997062683105","3.0829997062683105","3.0829997062683105"
"443","14633","14633","14633","3.0980000495910645","3.0980000495910645","3.0980000495910645","26587","26587","26587","3.051999807357788","3.051999807357788","3.051999807357788","14606","14606","14606","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"444","14635","14635","14635","1.2619997262954712","1.2619997262954712","1.2619997262954712","26589","26589","26589","3.1439995765686035","3.1439995765686035","3.1439995765686035","14608","14608","14608","3.2519993782043457","3.2519993782043457","3.2519993782043457"
"445","14637","14637","14637","1.2419997453689575","1.2419997453689575","1.2419997453689575","26591","26591","26591","3.192999839782715","3.192999839782715","3.192999839782715","14610","14610","14610","3.3299999237060547","3.3299999237060547","3.3299999237060547"
"446","14639","14639","14639","3.2709999084472656","3.2709999084472656","3.2709999084472656","26593","26593","26593","3.3379998207092285","3.3379998207092285","3.3379998207092285","14612","14612","14612","3.319000244140625","3.319000244140625","3.319000244140625"
"447","14641","14641","14641","3.249999523162842","3.249999523162842","3.249999523162842","26595","26595","26595","3.1499996185302734","3.1499996185302734","3.1499996185302734","14614","14614","14614","3.237999439239502","3.237999439239502","3.237999439239502"
"448","14643","14643","14643","3.3979997634887695","3.3979997634887695","3.3979997634887695","26597","26597","26597","3.2220001220703125","3.2220001220703125","3.2220001220703125","14616","14616","14616","3.3899998664855957","3.3899998664855957","3.3899998664855957"
"449","14645","14645","14645","3.38700008392334","3.38700008392334","3.38700008392334","26599","26599","26599","3.3869996070861816","3.3869996070861816","3.3869996070861816","14618","14618","14618","3.383999824523926","3.383999824523926","3.383999824523926"
"450","14803","14803","14803","1.0120000839233398","1.0120000839233398","1.0120000839233398","26915","26915","26915","1.0119999647140503","1.0119999647140503","1.0119999647140503","14780","14780","14780","3.064000129699707","3.064000129699707","3.064000129699707"
"451","14805","14805","14805","3.0869998931884766","3.0869998931884766","3.0869998931884766","26917","26917","26917","0.9919998645782471","0.9919998645782471","0.9919998645782471","14782","14782","14782","3.068999767303467","3.068999767303467","3.068999767303467"
"452","14807","14807","14807","0.9919998645782471","0.9919998645782471","0.9919998645782471","26919","26919","26919","3.130000114440918","3.130000114440918","3.130000114440918","14784","14784","14784","3.1399998664855957","3.1399998664855957","3.1399998664855957"
"453","14809","14809","14809","1.2619999647140503","1.2619999647140503","1.2619999647140503","26921","26921","26921","1.2619996070861816","1.2619996070861816","1.2619996070861816","14786","14786","14786","3.2690000534057617","3.2690000534057617","3.2690000534057617"
"454","14811","14811","14811","3.2669997215270996","3.2669997215270996","3.2669997215270996","26923","26923","26923","3.192999839782715","3.192999839782715","3.192999839782715","14788","14788","14788","3.3530001640319824","3.3530001640319824","3.3530001640319824"
"455","14813","14813","14813","3.357999801635742","3.357999801635742","3.357999801635742","26925","26925","26925","3.328000068664551","3.328000068664551","3.328000068664551","14790","14790","14790","3.3610000610351562","3.3610000610351562","3.3610000610351562"
"456","14815","14815","14815","3.114999294281006","3.114999294281006","3.114999294281006","26927","26927","26927","3.1479992866516113","3.1479992866516113","3.1479992866516113","14792","14792","14792","3.2639994621276855","3.2639994621276855","3.2639994621276855"
"457","14817","14817","14817","3.3899998664855957","3.3899998664855957","3.3899998664855957","26929","26929","26929","3.3569998741149902","3.3569998741149902","3.3569998741149902","14794","14794","14794","3.316999912261963","3.316999912261963","3.316999912261963"
"458","14819","14819","14819","3.4049997329711914","3.4049997329711914","3.4049997329711914","26931","26931","26931","3.319000244140625","3.319000244140625","3.319000244140625","14796","14796","14796","3.4019999504089355","3.4019999504089355","3.4019999504089355"
"459","14979","14979","14979","1.0120000839233398","1.0120000839233398","1.0120000839233398","27248","27248","27248","1.0119998455047607","1.0119998455047607","1.0119998455047607","14961","14961","14961","1.0120000839233398","1.0120000839233398","1.0120000839233398"
"460","14981","14981","14981","3.054999828338623","3.054999828338623","3.054999828338623","27250","27250","27250","0.9919998645782471","0.9919998645782471","0.9919998645782471","14963","14963","14963","3.0369999408721924","3.0369999408721924","3.0369999408721924"
"461","14983","14983","14983","0.9919997453689575","0.9919997453689575","0.9919997453689575","27252","27252","27252","3.0949997901916504","3.0949997901916504","3.0949997901916504","14965","14965","14965","0.9919998645782471","0.9919998645782471","0.9919998645782471"
"462","14985","14985","14985","3.1219992637634277","3.1219992637634277","3.1219992637634277","27254","27254","27254","1.2619997262954712","1.2619997262954712","1.2619997262954712","14967","14967","14967","3.2139992713928223","3.2139992713928223","3.2139992713928223"
